request_status,date_received,suburb,category,service_desc,days_to_complete
closed,2016-10-04,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-04,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-04,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-04,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-04,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-04,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-28,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-28,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-28,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-28,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-28,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-28,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-12,East Melbourne,Graffiti,Graffiti Removal,2
closed,2016-09-09,Kensington,Parks and Trees,Lawns and Irrigation,7
closed,2016-11-06,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,1
closed,2016-10-03,West Melbourne,Parks and Trees,Tree Maintenance Services,4
closed,2016-10-03,West Melbourne,Parks and Trees,Tree Maintenance Services,4
closed,2016-10-03,West Melbourne,Parks and Trees,Tree Maintenance Services,4
closed,2016-09-22,Kensington,Graffiti,Graffiti Removal,12
closed,2016-10-04,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-11-04,Docklands,Asset Maintenance,Street Lighting Maintenance,3
closed,2016-09-30,East Melbourne,Parks and Trees,Condition of Assets in Parks,5
closed,2016-10-24,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,11
closed,2016-09-20,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-12,North Melbourne,Graffiti,Graffiti Removal,8
closed,2016-09-13,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-09-06,West Melbourne,Graffiti,Graffiti Removal,8
closed,2016-10-27,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-27,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-20,Melbourne,Parks and Trees,Lawns and Irrigation,6
closed,2016-09-29,Melbourne,"Waste, Street Cleaning and Litter",Syringe Pick-Up Services,1
closed,2016-10-15,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,18
closed,2016-09-19,Kensington,Parks and Trees,Tree Maintenance Services,15
closed,2016-09-11,Melbourne,Graffiti,Graffiti Removal,3
closed,2016-10-31,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-06-17,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,2
closed,2016-09-22,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
closed,2016-10-06,Melbourne,Graffiti,Graffiti Removal,21
closed,2016-09-27,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,8
closed,2016-09-27,Parkville,Graffiti,Graffiti Removal,8
closed,2016-10-13,Kensington,Graffiti,Graffiti Removal,15
closed,2016-10-13,Kensington,Graffiti,Graffiti Removal,15
closed,2016-10-31,Carlton,"Waste, Street Cleaning and Litter",Public Litter Bin,3
closed,2016-10-24,Southbank,Parks and Trees,Tree Maintenance Services,9
closed,2016-10-01,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-26,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,21
closed,2016-10-03,Melbourne,"Waste, Street Cleaning and Litter",Syringe Pick-Up Services,1
closed,2016-09-15,Melbourne,Roads and Traffic,Road and Footpath Maintenance,19
closed,2016-08-29,Carlton,Graffiti,Graffiti Removal,21
closed,2016-10-07,East Melbourne,Parks and Trees,Tree Maintenance Services,21
closed,2016-10-07,East Melbourne,Parks and Trees,Tree Maintenance Services,21
closed,2016-10-12,North Melbourne,Parks and Trees,Tree Maintenance Services,7
closed,2016-10-12,North Melbourne,Parks and Trees,Tree Maintenance Services,7
closed,2016-10-31,Melbourne,Graffiti,Graffiti Removal,3
closed,2016-09-19,South Yarra,Parks and Trees,Lawns and Irrigation,2
closed,2016-10-04,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-11,North Melbourne,Graffiti,Graffiti Removal,10
closed,2016-10-12,Melbourne,Graffiti,Graffiti Removal,5
closed,2016-10-12,Melbourne,Graffiti,Graffiti Removal,5
closed,2016-10-12,Melbourne,Graffiti,Graffiti Removal,5
closed,2016-09-27,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,14
closed,2016-10-31,Kensington,Graffiti,Graffiti Removal,2
closed,2016-10-23,Kensington,Parks and Trees,Sport and Playground Facilities,4
closed,2016-10-12,Kensington,Parks and Trees,Lawns and Irrigation,7
closed,2016-09-21,Melbourne,Graffiti,Graffiti Removal,6
closed,2016-10-20,North Melbourne,Graffiti,Graffiti Removal,5
closed,2016-10-19,West Melbourne,Graffiti,Graffiti Removal,2
closed,2016-10-03,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,7
closed,2016-10-19,Carlton,Graffiti,Graffiti Removal,1
closed,2016-10-25,Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2016-10-29,Melbourne,Parks and Trees,Condition of Assets in Parks,2
closed,2016-10-06,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-09-20,Carlton,Parks and Trees,Tree Maintenance Services,7
closed,2016-09-08,Kensington,"Waste, Street Cleaning and Litter",Waste Collection Services,4
closed,2016-10-25,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,10
closed,2016-10-03,North Melbourne,Graffiti,Graffiti Removal,23
closed,2016-09-20,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
closed,2016-10-26,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-08-24,North Melbourne,Parks and Trees,Lawns and Irrigation,23
closed,2016-10-06,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-12,Carlton,Graffiti,Graffiti Removal,14
closed,2016-10-26,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-26,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-26,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-26,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-12,Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2016-09-16,East Melbourne,Parks and Trees,Tree Maintenance Services,12
closed,2016-10-27,Kensington,Parks and Trees,Tree Maintenance Services,6
closed,2016-10-10,North Melbourne,Parks and Trees,Tree Maintenance Services,9
closed,2016-09-23,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-09-15,North Melbourne,Graffiti,Graffiti Removal,12
closed,2016-10-20,North Melbourne,Graffiti,Graffiti Removal,11
closed,2016-10-07,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-07,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-07,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-07,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-28,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
closed,2016-09-23,Carlton,Roads and Traffic,Road and Footpath Maintenance,19
closed,2016-09-20,Port Melbourne,Parks and Trees,Tree Maintenance Services,2
closed,2016-09-20,Port Melbourne,Parks and Trees,Tree Maintenance Services,2
closed,2016-09-21,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,22
closed,2016-10-25,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,10
closed,2016-09-12,West Melbourne,Graffiti,Graffiti Removal,4
closed,2016-09-23,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-12,Melbourne,Parking,Parking Compliance Services,1
closed,2016-10-12,Melbourne,Parking,Parking Compliance Services,1
closed,2016-09-12,Docklands,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-03,South Yarra,Parks and Trees,Tree Maintenance Services,4
closed,2016-09-15,Melbourne,Graffiti,Graffiti Removal,20
closed,2016-09-12,Melbourne,Graffiti,Graffiti Removal,2
closed,2016-09-20,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,24
closed,2016-09-27,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-10-07,North Melbourne,Parks and Trees,Tree Maintenance Services,4
closed,2016-10-07,North Melbourne,Parks and Trees,Tree Maintenance Services,4
closed,2016-09-28,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-09-28,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-09-28,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-10-11,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,2
closed,2016-09-06,Melbourne,Graffiti,Graffiti Removal,13
closed,2016-09-06,Melbourne,Graffiti,Graffiti Removal,13
closed,2016-09-06,Melbourne,Graffiti,Graffiti Removal,13
closed,2016-10-27,Kensington,Parks and Trees,Tree Maintenance Services,7
closed,2016-09-15,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-15,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-15,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-15,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-05,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
closed,2016-10-11,Parkville,Parks and Trees,Tree Maintenance Services,6
closed,2016-09-23,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-23,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-23,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-23,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-23,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-23,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-23,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-24,Melbourne,Roads and Traffic,Road and Footpath Maintenance,1
closed,2016-09-12,Kensington,Parks and Trees,Tree Maintenance Services,1
closed,2016-09-23,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-15,Carlton,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2016-10-12,West Melbourne,Roads and Traffic,Drain Maintenance,2
closed,2016-10-27,East Melbourne,Parks and Trees,Lawns and Irrigation,1
closed,2016-10-14,Southbank,Parks and Trees,Tree Maintenance Services,3
closed,2016-09-30,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-28,Parkville,Parks and Trees,Lawns and Irrigation,7
closed,2016-09-09,Melbourne,Graffiti,Graffiti Removal,3
closed,2016-09-13,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-10-21,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-21,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-21,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-21,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-03,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,1
closed,2016-09-15,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
closed,2016-10-11,Carlton,Graffiti,Graffiti Removal,23
closed,2016-10-17,Melbourne,"Waste, Street Cleaning and Litter",Syringe Pick-Up Services,1
closed,2016-10-07,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,4
closed,2016-09-15,Carlton,"Waste, Street Cleaning and Litter",Public Litter Bin,1
closed,2016-09-13,Southbank,"Waste, Street Cleaning and Litter",Damaged Bins,1
closed,2016-09-15,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-09-27,Docklands,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-09-27,Docklands,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-10-16,West Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,9
closed,2016-10-08,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-09-22,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-22,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-10-14,Parkville,"Waste, Street Cleaning and Litter",Public Litter Bin,3
closed,2016-10-14,Parkville,"Waste, Street Cleaning and Litter",Public Litter Bin,3
closed,2016-09-15,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
closed,2016-09-15,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
closed,2016-11-02,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-09-26,Docklands,Parks and Trees,Lawns and Irrigation,2
closed,2016-10-26,Carlton,"Waste, Street Cleaning and Litter",Waste Collection Services,12
closed,2016-10-13,Melbourne,Parking,Parking Compliance Services,1
closed,2016-09-09,West Melbourne,Graffiti,Graffiti Removal,7
closed,2016-09-16,Melbourne,Roads and Traffic,Road and Footpath Maintenance,11
closed,2016-10-24,North Melbourne,Graffiti,Graffiti Removal,3
closed,2016-10-24,North Melbourne,Graffiti,Graffiti Removal,3
closed,2016-10-17,Carlton,Graffiti,Graffiti Removal,3
closed,2016-09-19,West Melbourne,Graffiti,Graffiti Removal,15
closed,2016-09-19,West Melbourne,Graffiti,Graffiti Removal,15
closed,2016-10-11,Docklands,Parking,Parking Compliance Services,1
closed,2016-09-30,Docklands,"Waste, Street Cleaning and Litter",Public Litter Bin,3
closed,2016-10-05,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-10-05,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-10-12,Melbourne,Graffiti,Graffiti Removal,13
closed,2016-09-29,Kensington,Graffiti,Graffiti Removal,7
closed,2016-10-05,Parkville,Parks and Trees,Tree Maintenance Services,2
closed,2016-10-05,Parkville,Parks and Trees,Tree Maintenance Services,2
closed,2016-10-14,West Melbourne,Graffiti,Graffiti Removal,10
closed,2016-09-26,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,3
closed,2016-09-23,Melbourne,Graffiti,Graffiti Removal,10
closed,2016-09-23,Melbourne,Graffiti,Graffiti Removal,10
closed,2016-09-12,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-10-25,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,1
closed,2016-09-20,Kensington,Parks and Trees,Park Cleaning,8
closed,2016-09-07,Parkville,"Waste, Street Cleaning and Litter",Waste Collection Services,6
closed,2016-10-10,North Melbourne,Asset Maintenance,Public Toilets,1
closed,2016-09-29,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-29,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-29,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-29,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-29,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-29,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-29,Parkville,Parks and Trees,Lawns and Irrigation,8
closed,2016-10-21,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,3
closed,2016-10-24,Carlton,Graffiti,Graffiti Removal,11
closed,2016-10-24,Carlton,Graffiti,Graffiti Removal,11
closed,2016-09-16,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-10-04,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-09-23,Carlton,Graffiti,Graffiti Removal,12
closed,2016-09-23,Carlton,Graffiti,Graffiti Removal,12
closed,2016-11-04,Kensington,Graffiti,Graffiti Removal,3
closed,2016-10-30,Melbourne,Parks and Trees,Condition of Assets in Parks,4
closed,2016-10-30,Melbourne,Parks and Trees,Condition of Assets in Parks,4
closed,2016-10-11,Carlton,Roads and Traffic,Road and Footpath Maintenance,1
closed,2016-10-10,Kensington,Parks and Trees,Condition of Assets in Parks,2
closed,2016-10-31,Southbank,Parking,Parking Compliance Services,1
closed,2016-10-10,East Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,4
closed,2016-09-14,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-10-06,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-09-19,Parkville,Roads and Traffic,Road and Footpath Maintenance,2
closed,2016-09-29,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2016-09-29,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2016-09-29,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2016-11-03,Port Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-11-03,Port Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-09-12,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,7
closed,2016-09-06,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,3
closed,2016-10-08,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,12
closed,2016-09-26,Kensington,Graffiti,Graffiti Removal,8
closed,2016-09-05,Southbank,Graffiti,Graffiti Removal,10
closed,2016-10-11,Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2016-09-23,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2016-09-26,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
